見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
県立近代美術館,073-436-8690,073-436-1337,〒640-8137和歌山市吹上1-4-14,９：３０～１７：００（入館は１６：３０まで）,月曜（祝日の場合次の平日）※～４月２４日まで証明工事のため休館します。,コレクション展２０２０－春　特集「浜地清松」,展示,４月２５日（土）～６月２１日（日）,県立近代美術館,,,,,６５歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立近代美術館,073-436-8690,073-436-1337,〒640-8137和歌山市吹上1-4-14,９：３０～１７：００（入館は１６：３０まで）,月曜（祝日の場合次の平日）※～４月２４日まで証明工事のため休館します。,企画展「もようづくし」,展示,４月２５日（土）～６月２８日（日）,県立近代美術館,,,,,６５歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立博物館,073-436-8670,073-436-6643,〒640-8137和歌山市吹上1-4-14,９：３０～１７：００（入館は１６：３０まで）,月曜（祝日の場合次の平日）,特別展「戦乱のなかの熊野」－紀南の武士と城館,展示,４月２５日（土）～６月７日（日）,県立博物館,,,,,６５歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123,073-471-6120,〒640-8301和歌山市岩橋１４１１,９：００～１６：３０（入館は１６：００まで）,月曜（祝日の場合次の平日）,春季企画展「埴輪と須恵器～きのくに窯跡から見える古墳時代～」,展示,～５月１０日（日）,県立紀伊風土記の丘,,,,,６５歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123,073-471-6120,〒640-8301和歌山市岩橋１４１１,９：００～１６：３０（入館は１６：００まで）,月曜（祝日の場合次の平日）,古墳ガイドツアー①,イベント,４月２６日（日）１３：３０～１５：３０,県立紀伊風土記の丘,小学生以上,３０人（先着順）,,４月９日１３：００～,６５歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立紀伊風土記の丘,073-471-6123,073-471-6120,〒640-8301和歌山市岩橋１４１１,９：００～１６：３０（入館は１６：００まで）,月曜（祝日の場合次の平日）,マツシタ先生と観る風土記の植物①,イベント,４月２９日（祝）１０：００～１２：００,県立紀伊風土記の丘,小学生以上,３０人（先着順）,,４月１０日１３：００～,６５歳以上、障害者、高校生以下、外国人留学生などは入場無料
県立自然博物館,073-483-1777,073-483-2721,〒642-0001海南市船尾370-1,９:３０～１７：００（入館は１６：３０まで）,月曜（祝日の場合次の平日）,月間クイズで楽しむ自然博物館！！,イベント,,県立自然博物館,,,,,開館日に実施毎月、月替わりで館内の展示に関するクイズを出題６５歳以上、障害者、高校生以下、外国留学生などは入場無料
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,犬・猫の飼い方講習会及び譲渡会,イベント,①４月１２日（日）・２０日（月）・２６日（日）、５月１０日（日）・２０日（水）・２４日（日）１１：００～,県動物愛護センター,,,,,入場無料※譲渡を受けるには受講と、犬については狂犬病予防ワクチン接種代２７００円が必要です。※県動物愛護センターでは譲渡会を常時開催しています。
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,犬・猫の飼い方講習会及び譲渡会,イベント,②４月２６日（日）１３：００～,ハナヨアリーナ（田辺市）,,,,,入場無料※譲渡を受けるには受講と、犬については狂犬病予防ワクチン接種代２７００円が必要です。※県動物愛護センターでは譲渡会を常時開催しています。
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,犬・猫の譲渡活動ボランティア講習会,イベント,①４月１３日（月）１３：３０～１４：３０,湯浅保健所,,,,,入場無料　※手話通訳・要約筆記は要予約
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,犬・猫の譲渡活動ボランティア講習会,イベント,②４月１５日（水）１３：３０～１４：３０,東牟婁振興局（新宮市）,,,,,入場無料　※手話通訳・要約筆記は要予約
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,犬・猫の譲渡活動ボランティア講習会,イベント,③４月１７日（金）１３：３０～１４：３０,橋本保健所,,,,,入場無料　※手話通訳・要約筆記は要予約
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,犬・猫の譲渡活動ボランティア講習会,イベント,④４月１９日（日）１３：３０～１４：３０,県動物愛護センター,,,,,入場無料　※手話通訳・要約筆記は要予約
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,犬・猫の譲渡活動ボランティア講習会,イベント,⑤４月２４日（金）１３：３０～１４：３０,西牟婁振興局（田辺市）,,,,,入場無料　※手話通訳・要約筆記は要予約
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,犬・猫の譲渡活動ボランティア講習会,イベント,⑥４月２７日（月）１３：３０～１４：３０,御坊保健所,,,,,入場無料　※手話通訳・要約筆記は要予約
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,１０：００～１７：００,火曜,わうフェスタinゴールデンウィーク,イベント,５月３日（祝）～５日（祝）１０：００～１７：００,県動物愛護センター,,,,,入場無料犬の散歩、やぎのえさやり、動物とのふれあいなど
片男波公園・万葉館・健康館,073-446-5553,073-446-5554,〒641-0022和歌山市和歌浦南3-1700,９：００～１７：００（入館は１６：３０まで）,,体験教室①母の日のプレゼントを作ろう！,イベント,４月２６日（日）〔１〕ポーセラーツ　１０：００～１２：００,,小学生以上（小学生は保護者同伴）,各２０人（先着順）,１０００円,事前申込,入場無料
片男波公園・万葉館・健康館,073-446-5553,073-446-5554,〒641-0022和歌山市和歌浦南3-1700,９：００～１７：００（入館は１６：３０まで）,,体験教室①母の日のプレゼントを作ろう！,イベント,４月２６日（日）〔２〕押し花額　１３：００～１５：００,,小学生以上（小学生は保護者同伴）,各２０人（先着順）,２０００円,事前申込,入場無料
片男波公園・万葉館・健康館,073-446-5553,073-446-5554,〒641-0022和歌山市和歌浦南3-1700,９：００～１７：００（入館は１６：３０まで）,,体験教室②多肉植物とプリザのアレンジ,イベント,４月２９日（祝）１３：３０～１４：３０,,小学生以上（小学生は保護者同伴）,１８人（先着順）,１８００円,事前申込,入場無料
片男波公園・万葉館・健康館,073-446-5553,073-446-5554,〒641-0022和歌山市和歌浦南3-1700,９：００～１７：００（入館は１６：３０まで）,,万葉バスツアー,イベント,５月２４日（日）７：４５～１８：００（予定）,,小学生以上（小学生は保護者同伴）,３０人（先着順）,６８００円,事前申込,奈良県立万葉文化館入館後、自由散策入場無料
県立図書館,073-436-9500,073-436-9501,〒641-0051和歌山市西高松1-7-38,９：００～１９：００（土日祝は１８：００まで）,月曜（祝日の場合次の平日）毎月第２木曜,小楽器アンサンブル！デンハーグピアノ五重奏団,イベント,４月２５日（土）１８：００～,,,２５０人（先着順）,４０００円（前売３０００円）、学生１０００円（３０席）,,入場無料
県立紀南図書館,0739-22-2061,0739-22-4773,〒646-0011田辺市新庄町3353-9(県立情報交流センターBig・U内）,９：００～１９：００（土日祝は１８：００まで）,月曜（祝日の場合次の平日）毎月第２木曜,ゆうゆうおはなし会,イベント,４月１２・１９・２６日、５月３・１０日（日）１１：００～１１：３０,,,,,,入場無料
県植物公園緑化センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,９：００～１７：００（入館は１６：３０まで）,火曜（祝日の場合次の平日）,早春の山草展,展示,４月１８日（土）・１９（日）,,,,,,４月７・１４・２１日の火曜日は、春の臨時開園！４月の花ごよみ　桜、チューリップ、クリスマスローズ　入場無料
県植物公園緑化センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,９：００～１７：００（入館は１６：３０まで）,火曜（祝日の場合次の平日）,春のボタニカルアート教室,イベント,４月２５日（土）・２６（日）９：３０～１２：００,,,各３２人（先着順）,１０００円,,４月７・１４・２１日の火曜日は、春の臨時開園！４月の花ごよみ　桜、チューリップ、クリスマスローズ　入場無料
県植物公園緑化センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,９：００～１７：００（入館は１６：３０まで）,火曜（祝日の場合次の平日）,シャボテン・多肉植物品評会,展示,５月３日（祝）～６日（振休）,,,,,,４月７・１４・２１日の火曜日は、春の臨時開園！４月の花ごよみ　桜、チューリップ、クリスマスローズ入場無料
南紀熊野ジオパークセンター,0735-67-7100,0735-67-7191,〒649-3502串本町潮岬2838-3,９：００～１７：００,,火砕岩から「ガーネット」をとりだしてみよう,イベント,４月１１日（土）１０：００～１２：００、１４：００～１６：００,,,,,,
